DATE ARRET;CDGI;QUARTIER;TYPE DE VOIE;PREFIXE de VOIE;NOM de VOIE;Libellé VOIE;CVOIE;HISTORIQUE;LARGEUR;LONG;DETAIL;ARRONDISSEMENT;STATUT PRESUME;DEBUT;FIN
;3376;Val de Grâce. Sorbonne.;place;de l';estrapade;place de l'Estrapade;3402;"Orig. du nom. ~ On faisait subir sur cette place le châtiment de l'estrapade (torture consistant à faire tomber le supplicié au bout d'une corde soit dans l'eau soit à quelques pieds du sol).
Historique. ~ Cette voie longeait l'enceinte de Paris ; elle a porté les noms de carrefour de Braque et de place Neuve de Fourcy.";0.0;0.0;Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 5 juin 1846.;Ve;voie publique;rue des Fossés Saint-Jacques, au carrefour des rues de l'Estrapade et Lhomond.;
1881-03-03T00:53:28+00:53;8641;Place Vendôme.;rue;;saint-hyacinthe;rue Saint-Hyacinthe;8865;"Orig. du nom. ~ Voisinage de l'ancien couvent des Jacobins Saint-Honoré, de l'ordre de Saint-Dominique, auquel appartenait Saint-Hyacinthe.
Historique. ~ Précédemment, rue Saint-Hyacinthe-Saint-Honoré. Créée vers 1650, cette voie est restée à l'état d'impasse jusqu'en 1807 sous les noms de cul-de-sac des Jacobins, puis de cul-de-sac Saint-Hyacinthe.";8.0;66.0;"Création. ~ Voie créée vers 1650.
Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 4 octobre 1826.
Dénomination. ~ Arr. du 3 mars 1881.";Ier;voie publique;rue de La Sourdière, 13.;rue du Marché Saint-Honoré, 8.
;7902;Palais Royal.;rue;des;pyramides;rue des Pyramides;7893;"Orig. du nom. ~ Victoire remportée par l'armée française en Egypte, le 21 juillet 1798.
Historique. ~ Elle occupe l'emplacement d'un ancien passage indiqué sur le plan de La Caille (1714).";12.0;277.0;"Ouverture. ~ Arr. des consuls du 17 vendémiaire an X (9 octobre 1801), partie A. Déc. du 27 février 1877, partie B.
Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 12 février 1846, partie A. Déc. du 27 février 1877, entre la rue Saint-Honoré et l'avenue de l'Opéra.
Nivellement. ~ Déc. du 27 février 1877, partie B.
Servitude. ~ Les maisons de la partie A sont assujetties à une architecture comportant des arcades avec galerie à usage du public (arr. des consuls du 17 vendémiaire an X).";Ier;voie publique;place des Pyramides, 3.;avenue de l'Opéra, 19.
1873-10-11T00:53:28+00:53;6905;Gaillon. Chaussée d'Antin.;place;de l';opéra;place de l'Opéra;6838;"Orig. du nom. ~ Place située devant le théâtre national de l'Opéra.
Monument classé. ~ Théâtre national de l'Opéra, dans son architecture et sa décoration intérieure et extérieure.";60.0;140.0;"Ouverture et alignements (non retenus au POS et non repris au PLU). ~ Déc. du 16 juillet 1862 (UP), partie située au nord du boulevard des Capucines (A). Déc. du 24 août 1864 (UP), partie située au sud du boulevard des Capucines (B).
Servitude. ~ Les maisons de la place de l'Opéra sont soumises au mode d'architecture prescrit par le décret du 29 septembre 1860.
Dénomination. ~ Arr. du 19 août 1864, partie A. Arr. du 10 novembre 1873, partie B.";IIe,IXe;voie publique;avenue de l'Opéra, boulevard des Capucines, au débouché des rues Auber, Halévy, de la Paix et du Quatre Septembre.;
;6406;Sainte-Avoye.;passage;;molière;passage Molière;6333;"Orig. du nom. ~ Voisinage de l'ancien théâtre Molière.
Historique. ~ Anciennement passage des Sans Culottes et passage des Nourrices.";2.75;46.0;Ouverture. ~ Ouvert vers 1791.;IIIe;voie privée;rue Saint-Martin, 157.;rue Quincampoix, 80.
1893-12-26T01:00:00+01:00;3820;Archives. Arsenal. Saint-Gervais.;rue;des;francs bourgeois;rue des Francs Bourgeois;3833;"Orig. du nom. ~ Maison d'aumône destinée à accueillir des bourgeois francs d'impôts du fait de leur pauvreté (emplacement des nos 32-36).
Historique. ~ L'arr. du 2 avril 1868, réunissait la rue Neuve Sainte-Catherine (comprise entre les rues de Turenne et Payenne) et la rue de Paradis au Marais (comprise entre les rues Vieille du Temple et des Archives) à la rue des Francs Bourgeois (comprise entre les rues Payenne et Vieille du Temple). L'arr. du 26 décembre 1893, réunissait à la rue des Francs Bourgeois une partie de la rue des Vosges (comprise entre la rue de Turenne et la place des Vosges). La rue de Paradis au Marais était, en 1787, la rue des Jardins. La rue des Francs Bourgeois était, plus anciennement, rue des Poulies, des Viez Poulies ou Vieilles Poulies, Richard des Poulies et Ferri des Poulies ; pendant la Révolution, rue des Francs Citoyens. La rue des Vosges, ouverte vers 1606, a été appelée successivement : rue Henri IV, rue de l'Echarpe Blanche, rue de l'Echarpe puis rue des Vosges.
Monuments classés. ~ Nos 14-18 : hôtel Carnavalet (musée des collections historiques de la Ville de Paris) ; n° 25 : hôtel de Lamoignon (bibliothèque historique de la Ville de Paris) ; n° 30 : hôtel d'Alméras ; nos 29 bis-31 : hôtel d'Albret (direction des affaires culturelles de la Ville de Paris) ; aux nos 31-33 et 57 : restes de l'enceinte de Philippe Auguste ; au n° 42 : hôtel Hérouët ; au n° 53 : ancien monastère des Blancs Manteaux (église, y compris les cryptes ; façades et toitures du bâtiment conventuel subsistant [actuellement presbytère]) ; n° 54 : hôtel de Jaucourt (Archives nationales) : façades et toitures ; n° 56 : hôtel de Fontenay : façade et toitures ; n° 58 : hôtel de Breteuil : façade et toitures ; au n° 58 bis : toutes les façades et toitures de l'hôtel d'Assy ainsi que le salon décoré par Oppenord situé au premier étage de l'aile nord et la chambre donnant sur le jardin qui lui fait suite et, également l'escalier avec sa cage et la grille situé à l'aile est du bâtiment s'étendant le long de la rue (immeuble affecté aux Archives nationales) ; au n° 60 : hôtel de Soubise (actuellement Archives nationales).";9.0;705.0;"Déclassement. ~ Arr. mun. du 29 juin 1984, côté pair, angle des rues Vieille du Temple et des Francs Bourgeois.
Alignements (non retenus au PSMV du Marais). ~ Arr. du Président de la République du 17 janvier 1849, sauf dans les parties régies par les textes suivants : Déc. du 15 novembre 1912 (UP), côté impair, entre la place des Vosges et la rue de Turenne. Déc. du 4 décembre 1880, côté pair, au droit du musée Carnavalet. Déc. du 21 mars 1913 : côté pair, depuis le n° 34 jusqu'à la rue Vieille du Temple ; côté impair, entre la rue des Hospitalières Saint-Gervais et la rue Vieille du Temple. Les immeubles en saillie sur ces alignements ne sont pas soumis à la servitude de reculement. Arr. du 6 mai 1952, côté impair, sur une longueur de 36,50 m environ avant le n° 53 bis.
Nivellement. ~ Déc. du 21 mars 1913, entre la rue des Hospitalières Saint-Gervais et la rue Vieille du Temple.
Numérotage. ~ Arr. du 3 janvier 1894 : nos 2, 2 bis, 2 ter, 1 et 1 bis.
Servitude. ~ Aux termes d'un contrat en date des 28 juin et 8 juillet 1913, passé entre la Ville de Paris et l'Assistance publique, il a été stipulé que cette dernière devrait édifier du côté impair, entre la place des Vosges et la rue de Turenne, des constructions d'une architecture identique à celle de la place des Vosges. Le contrat n'a pas eu d'effet et l'actuel immeuble (1922) s'oppose par son style à la place des Vosges.
Dénomination. ~ Arr. du 2 avril 1868, parties comprises entre les rues de Turenne et Payenne et entre les rues Vieille du Temple et des Archives. Arr. du 26 décembre 1893, partie comprise entre la rue de Turenne et la place des Vosges.";IIIe,IVe;voie publique;place des Vosges, 19.;rue des Archives, 56.
1869-11-09T00:53:28+00:53;1484;Jardin des Plantes.;rue;de;candolle;rue de Candolle;1478;"Orig. du nom. ~ Augustin Pyrame de Candolle (1778-1841), botaniste suisse ; voisinage du jardin des Plantes.
Historique. ~ Ouverte lors du percement de la rue Monge.";12.0;37.0;"Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Déc. du 26 janvier 1903.
Dénomination. ~ Déc. du 11 septembre 1869.";Ve;voie publique;rue Monge, 104 et rue Censier.;rue Daubenton, 37.
;X295;Saint-Victor.;voie;;h/5;voie H/5;Y295;;3.8;62.0;;Ve;voie privée;rue du Cardinal Lemoine, 71.;en impasse.
;5065;Notre-Dame des Champs.;rue;;jules chaplain;rue Jules Chaplain;4943;"Orig. du nom. ~ Jules Chaplain (1839-1909), sculpteur et graveur médailliste.
Historique. ~ Avant 1913, c'était le passage Stanislas.";10.0;128.0;Classement et nivellement. ~ Arr. du 15 juin 1966.;VIe;voie publique;rue Notre-Dame des Champs, 60.;rue Bréa, 21.
;8742;Notre-Dame des Champs.;rue;;saint-romain;rue Saint-Romain;8965;"Orig. du nom. ~ Selon Jaillot, Romain Rodayer était prieur de l'abbaye Saint-Germain des Prés lorsque cette voie fut ouverte sur les dépendances de l'abbaye.
Historique. ~ Ouverte à la suite d'une vente faite par l'abbaye Saint-Germain. A l'origine, c'était la rue du Champ Malouin ; elle fut appelée plus tard rue Abrulle (1676) et rue Ravel (1790).";10.0;163.0;"Ouverture. ~ Ouverte vers 1645 à la suite d'une vente faite le 8 octobre 1644.
Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 14 février 1847.";VIe;voie publique;rue de Sèvres, 109.;rue du Cherche-Midi, 102.
1864-08-24T00:53:28+00:53;6858;Folie-Méricourt. Saint-Ambroise.;rue;;oberkampf;rue Oberkampf;6802;"Orig. du nom. ~ Guillaume Philippe Oberkampf (1738-1815), industriel français d'origine bavaroise, quartier industriel.
Historique. ~ Précédemment rue de Ménilmontant : au XVIIIe siècle, rue du chemin de Mesnil Maudan, de Ménil Mautemps ou rue du Chemin de Ménilmontant, entre le boulevard des Filles du Calvaire et la rue de la Folie-Méricourt ; et aussi rue Chapus ou Chapuy, entre les rues Amelot et de la Folie-Méricourt ; rue de la Roulette, entre les rues de la Folie-Méricourt et Saint-Maur ; rue de la Haute Borne, entre la rue Saint-Maur et le boulevard de Ménilmontant. Elle est indiquée sur le plan de Saint-Victor (1555), à l'état de chemin.";12.8;1230.0;"Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 23 août 1846, partie A. Arr. du 15 mai 1972, partie B.
Nivellement. ~ Déc. du 30 janvier 1912, entre le boulevard Richard Lenoir et la rue Jacquard. Arr. du 15 mai 1972, partie B.
Dénomination. ~ Déc. du 24 août 1864.";XIe;voie publique;boulevard des Filles du Calvaire, 26 et rue Amelot, 106.;boulevard de Belleville, 1 et boulevard de Ménilmontant, 143.
;9399;Odéon.;rue;;toustain;rue Toustain;9394;"Orig. du nom. ~ Dom Charles François Toustain (1700-1754), bénédictin érudit ; voisinage de l'abbaye de Saint-Germain des Prés.
Historique. ~ Précédemment passage Toustain.
Monuments classés. ~ Marché Saint-Germain dans sa totalité ainsi que les façades et toitures des immeubles qui la borde (fait partie du site du Marché Saint-Germain et des rues qui l'entourent).";13.5;16.0;"Ouverture. ~ Déc. min. du 12 novembre 1817.
Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 12 mai 1841.";VIe;voie publique;rue de Seine, 74.;rue Félibien, 1.
;5859;Saint-Thomas d'Aquin.;square;de;luynes;square de Luynes;5789;Orig. du nom. ~ Voisinage de la rue de Luynes.;10.0;43.0;"Ouverture. ~ Ouvert en 1901.
Classement, alignements (retenus au PSMV du VIIe ardt) et nivellement. ~ Arr. préf. du 2 avril 1984, entre la rue de Luynes et les nos 2 et 3.";VIIe;voie privée;rue de Luynes, 5.;en impasse
1831-06-24T00:53:28+00:53;9098;Europe.;rue;de;stockholm;rue de Stockholm;8712;"Orig. du nom. ~ Capitale de la Suède ; voisinage de la place de l'Europe.
Historique. ~ Cette voie s'étendait autrefois de la rue d'Amsterdam à la rue de Vienne. La plus grande partie du tronçon compris entre les rues d'Amsterdam et de Rome a été incorporée à la gare Saint-Lazare en vertu du décret du 30 juin 1859 ; le surplus forme l'impasse d'Amsterdam.";12.0;75.0;Ouverture et alignements (non retenus au POS et non repris au PLU). ~ Ord. du 24 juin 1831.;VIIIe;voie publique;rue de Rome, 33.;rue de Vienne, 10.
1867-02-26T00:53:28+00:53;9723;Europe.;rue;de;vézelay;rue de Vézelay;9739;"Orig. du nom. ~ Cette voie remplace un ancien passage qui appartenait à M. Bouret de Vézelay.
Historique. ~ Ouverte par la Ville de Paris.";12.0;163.0;"Ouverture. ~ Ouverte en 1863.
Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Déc. du 29 janvier 1883.
Dénomination. ~ Arr. du 26 février 1867.";VIIIe;voie publique;rue de Lisbonne, 20.;rue de Monceau, 64 bis.
;7350;Saint-Vincent de Paul.;rue;des;petits hôtels;rue des Petits Hôtels;7304;Orig. du nom. ~ De petits hôtels symétriques y furent construits à l'origine.;12.0;215.0;"Ouverture. ~ Ord. du 31 janvier 1827.
Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 31 janvier 1827. Ord. du 2 février 1839, raccordement du côté impair avec la place Franz Liszt.";Xe;voie publique;boulevard de Magenta, 87.;place Franz Liszt, 4.
;8082;Porte Saint-Martin. Hôpital Saint-Louis.;rue;des;récollets;rue des Récollets;8081;"Orig. du nom. ~ Dû au couvent des Franciscains, dit Récollets (aujourd'hui hôpital militaire), fondé en 1604 dans cette rue.
Historique. ~ Elle est tracée sur le plan de Jouvin de Rochefort (1672). La partie qui était comprise entre la rue de la Grange aux Belles et le quai de Jemmapes est aujourd'hui une partie de la rue Bichat.";12.0;265.0;Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 31 mars 1847. Le déc. du 4 novembre 1928 approuvant le raccordement du côté impair avec la rue du Faubourg Saint-Martin n'a pas été suivi.;Xe;voie publique;quai de Valmy, 97 et rue Lucien Sampaix, 49.;rue du Faubourg Saint-Martin, 144.
1780-02-09T00:53:28+00:53;2599;Roquette.;rue;;daval;rue Daval;2598;"Orig. du nom. ~ Antoine François Daval, échevin de 1777 à 1779.
Historique. ~ La rue Daval commençait avant 1925 au boulevard Beaumarchais. A cette époque, on a donné le nom de rue du Pasteur Wagner à la partie de la rue Daval comprise entre le boulevard Beaumarchais et le boulevard Richard Lenoir.";9.74;100.0;"Ouverture. ~ Lettres patentes du 2 septembre 1780.
Alignements (non retenus au POS et non repris au PLU). ~ Arr. du Pouvoir exécutif du 2 octobre 1848. Arr. du 14 janvier 1933, au droit des nos 20, 21, 23.
Dénomination. ~ Lettres patentes du 2 septembre 1780.";XIe;voie publique;boulevard Richard Lenoir, 14.;rue Saint-Sabin, 1 et rue de la Roquette, 15.
1870-10-25T00:53:28+00:53;9907;Folie-Méricourt. Saint-Ambroise. Roquette. Sainte-Marguerite.;boulevard;;voltaire;boulevard Voltaire;9872;"Orig. du nom. ~ François Marie Arouet, dit Voltaire (1694-1778), écrivain français.
Historique. ~ Précédemment boulevard du Prince Eugène (déc. du 16 novembre 1857).";30.0;2850.0;"Ouverture. ~ Déc. du 29 août 1857 (UP).
Alignements (non retenus au POS et non repris au PLU). ~ Déc. du 22 septembre 1933 (relatif à la rue des Boulets), au droit du n° 228. Déc. du 21 novembre 1872 (relatif à la rue Alexandre Dumas), au droit du n° 199. Déc. du 29 août 1857 (UP), le surplus sauf ; 1° sur une longueur de 31 m environ, côté impair, à partir de la rue de Crussol ; 2° au droit des nos 65 (partie), 67 et 69 ; 3° sur une longueur de 18,50 m environ, côté pair, avant la rue du Chemin Vert. Arr. du 6 janvier 1958 (relatif à la rue Léon Frot).
Dénomination. ~ Décision du Maire de Paris du 25 octobre 1870.";XIe;voie publique;place de la République, 4.;place de la Nation, 3.
;Z117;Muette. Porte Dauphine.;route;de;longchamp au bout des lacs;route de Longchamp au Bout des Lacs;Z117;"Historique. ~ Située autrefois sur le territoire de Neuilly-sur-Seine annexé à Paris par décret du 18 avril 1929.
Site classé. ~ Le bois de Boulogne a été classé comme site par arr. min. du 28 septembre 1957.";10.95;650.0;Observation. ~ Située dans le bois de Boulogne.;XVIe;voie publique;chemin de Ceinture du Lac Inférieur.;allée de Longchamp.
1864-02-03T00:53:28+00:53;5037;Parc de Montsouris. Petit Montrouge.;boulevard;;jourdan;boulevard Jourdan;4916;"Orig. du nom. ~ Le comte Jean-Baptiste Jourdan (1762-1833), maréchal de France.
Historique. ~ Précédemment partie de la rue Militaire. La rue Militaire a été remise conditionnellement à la Ville de Paris par le génie militaire en exécution d'une décision ministérielle du 28 juillet 1859.
Monument classé. ~ Au n° 7 : Pavillon de la Suisse, dit aussi Pavillon suisse, dans la cité universitaire.";40.0;1430.0;"Classement dans la voirie parisienne. ~ Déc. du 23 mai 1863.
Alignements (retenus au POS et non repris au PLU). ~ Déc. du 9 septembre 1861 (UP), côté pair. Arr. du 4 septembre 1934, pan coupé à l'angle de la rue de la Tombe Issoire, côté pair. Arr. du 25 mai 1970, pan coupé à l'angle de la rue du Père Corentin, côté impair. Arr. du 29 août 1960, pan coupé à l'angle de l'avenue du Général Leclerc.
Numérotage. ~ Arr. du 26 octobre 1891 (côté pair).
Dénomination. ~ Déc. du 2 mars 1864.";XIVe;voie publique;avenue Pierre de Coubertin et rue de l'Amiral Mouchez, 98.;place du vingt-cinq août 1944, 1, et avenue du Général Leclerc, 129.
1867-02-03T00:53:28+00:53;6669;Parc de Montsouris.;rue;;nansouty;rue Nansouty;6610;"Orig. du nom. ~ Etienne Antoine Marie Champion, comte de Nansouty (1768-1815), général de division ; voisinage de la route Militaire.
Historique. ~ La rue Nansouty finissait avant 1924 au boulevard Jourdan. A cette époque, on a donné le nom de rue Emile Deutsch de la Meurthe à la partie de la rue Nansouty comprise entre la rue du Parc de Montsouris et le boulevard Jourdan.";14.0;185.0;"Ouverture. ~ Déc. du 22 février 1865 (UP).
Alignements (non retenus au POS et non repris au PLU). ~ Déc. du 22 février 1865 (UP), côté impair. Arr. du 18 mai 1973, côté pair.
Nivellement. ~ Arr. du 18 mai 1973.
Dénomination. ~ Déc. du 2 mars 1867.";XIVe;voie publique;avenue Reille, 25.;rue Émile Deutsch de la Meurthe, 2, et rue du Parc de Montsouris, 27.
